study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	base_count	experiment_title	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_galaxy	sample_alias	sample_title
PRJEB6609	SAMEA2623247	ERS493593	ERX1782117	ERR1711864	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	23096465	4007195727	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BFSAOSW_2_C0YD2ACXX.IND4	1769664059;1649021798	32065b5794b08fb085695d587f6fe0db;801b8b57d557d0b52b60f04156a1aa07	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711864/ERR1711864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711864/ERR1711864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFSAOSW_2_1_C0YD2ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFSAOSW_2_2_C0YD2ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFSAOSW_2_1_C0YD2ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BFSAOSW_2_2_C0YD2ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711864	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711864		TARA_N000002171	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MB_M_(650 m)_PROT_NUC-DNA(100L)_W3->_TARA_N000002171
PRJEB6609	SAMEA2621498	ERS491012	ERX1782371	ERR1711865	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	146705638	26417924743	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ARBAOSW_1_C18DJACXX.IND5	11831306035;10749856891	85a9465e691dde871f13fcb74c7c4b82;01e49c7e9338fb3231bf7430eaf88b4f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711865/ERR1711865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711865/ERR1711865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARBAOSW_1_1_C18DJACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARBAOSW_1_2_C18DJACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARBAOSW_1_1_C18DJACXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ARBAOSW_1_2_C18DJACXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711865	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711865		TARA_N000001438	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001438
PRJEB6609	SAMEA2730799	ERS489481	ERX1782407	ERR1711866	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	11573166	2030141027	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CMPAOSW_5_662YVAAXX.IND20	899617278;849498983	a8470f6b2080984a582bc0c2954ae85e;800d0fadc89026a30eda9fcf1b731d14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711866/ERR1711866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711866/ERR1711866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_5_1_662YVAAXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_5_2_662YVAAXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_5_1_662YVAAXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMPAOSW_5_2_662YVAAXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711866	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711866		TARA_N000000185	TARA_20100511T0723Z_051_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000185
PRJEB6609	SAMEA2731900	ERS493076	ERX1782212	ERR1711867	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	114058232	20419743851	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BEGAOSW_6_C2FK7ACXX.IND6	8841129945;8979263795	a222a38fa773922114fde4f352c3c2e8;f36970b8fb056c51e480b896942da65a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711867/ERR1711867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711867/ERR1711867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BEGAOSW_6_1_C2FK7ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BEGAOSW_6_2_C2FK7ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BEGAOSW_6_1_C2FK7ACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BEGAOSW_6_2_C2FK7ACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711867	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711867		TARA_N000002303	TARA_20110905T0229Z_128_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002303
PRJEB6609	SAMEA2620139	ERS488980	ERX1782288	ERR1711868	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	46225614	8442958182	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ALTCOSW_3_D14D6ACXX.IND7	3752322275;3380881052	03074156bcc3456ae68c6e41e56fb3f4;999d79c454a922766878c535da665dd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711868/ERR1711868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711868/ERR1711868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALTCOSW_3_1_D14D6ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALTCOSW_3_2_D14D6ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALTCOSW_3_1_D14D6ACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ALTCOSW_3_2_D14D6ACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711868	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711868		TARA_N000000064	TARA_20100322T0710Z_040_EVENT_CAST_B6_Z_(25 m)_PROT_NUC-RNA(100L)_W3->_TARA_N000000064
PRJEB6609	SAMEA2622661	ERS492651	ERX1782327	ERR1711869	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43143249	7628978884	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ABXAOSW_6_C0C3YACXX.IND4	3432793307;3052389600	4604c0995e48c65cfbe057d5388271ea;42f89daa7b9f3af4b50cafe774358acc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711869/ERR1711869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711869/ERR1711869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABXAOSW_6_1_C0C3YACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABXAOSW_6_2_C0C3YACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABXAOSW_6_1_C0C3YACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ABXAOSW_6_2_C0C3YACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711869	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711869		TARA_N000001938	TARA_20110726T1710Z_122_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000001938
PRJEB6609	SAMEA2732954	ERS490583	ERX1782143	ERR1711870	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40318058	7318709728	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CKHBOSW_8_C1JREACXX.IND20	3491594181;3209499830	8f9e793d845a8bddd8e7e5944a96b5cc;e48c3e5d277c0ef491adc1d02134ea1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711870/ERR1711870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711870/ERR1711870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_8_1_C1JREACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_8_2_C1JREACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_8_1_C1JREACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CKHBOSW_8_2_C1JREACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711870	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711870		TARA_N000000864	TARA_20101016T1245Z_076_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000864
PRJEB6609	SAMEA2620010	ERS488809	ERX1782471	ERR1711871	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	123081199	22767753748	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BASAOSW_2_C2LW3ACXX.IND4	11223785007;10603220791	641b936738f5274696da7682220f42b5;0244334ea19e78a4c9d6e849e7475421	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711871/ERR1711871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1711871/ERR1711871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BASAOSW_2_1_C2LW3ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BASAOSW_2_2_C2LW3ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BASAOSW_2_1_C2LW3ACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BASAOSW_2_2_C2LW3ACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711871	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1711871		TARA_N000000029	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000029
PRJEB6609	SAMEA2731026	ERS489466	ERX1782289	ERR1711872	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	176564803	32844296826	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CLBAOSW_6_D2GBHACXX.IND20	14469552469;13551048488	b57a474f954b5e66cbe61af3a0ce7312;ce94ff19dc8a96ac3dcf42728cfd3c02	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711872/ERR1711872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1711872/ERR1711872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLBAOSW_6_1_D2GBHACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLBAOSW_6_2_D2GBHACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLBAOSW_6_1_D2GBHACXX.IND20_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CLBAOSW_6_2_D2GBHACXX.IND20_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711872	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1711872		TARA_N000000189	TARA_20100511T0405Z_051_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000189
PRJEB6609	SAMEA2732604	ERS493652	ERX1782165	ERR1711873	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	130997008	22606473817	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CAXAOSW_7_D2GDMACXX.IND2	10327129704;9942010734	590b480db609a52aa3fc5b1d7fc19e51;9cc2b1c93f5b02e3d9464d559099c4ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711873/ERR1711873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1711873/ERR1711873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CAXAOSW_7_1_D2GDMACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CAXAOSW_7_2_D2GDMACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CAXAOSW_7_1_D2GDMACXX.IND2_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CAXAOSW_7_2_D2GDMACXX.IND2_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711873	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1711873		TARA_N000002931	TARA_20111202T1511Z_137_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002931
PRJEB6609	SAMEA2619725	ERS488412	ERX1782416	ERR1711874	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	140563438	24998602067	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BBXAOSW_7_D2APAACXX.IND22	10724323289;9718355841	fa0089e871a26fd81588c0aecd4e8585;c9c1d609ee54461a40443eab3ac7eec3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711874/ERR1711874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1711874/ERR1711874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBXAOSW_7_1_D2APAACXX.IND22_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBXAOSW_7_2_D2APAACXX.IND22_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBXAOSW_7_1_D2APAACXX.IND22_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BBXAOSW_7_2_D2APAACXX.IND22_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711874	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1711874		TARA_A100000761	TARA_20091112T1409Z_020_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_A100000761
PRJEB6609	SAMEA2657097	ERS492000	ERX1782130	ERR1711875	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	40772506	7186780451	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AMPAOSW_6_D11UHACXX.IND7	2963019956;2948154100	77e0cd0904ec7907045ef3766e717635;15c51083485ea53f57f9bea1654343f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711875/ERR1711875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1711875/ERR1711875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMPAOSW_6_1_D11UHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMPAOSW_6_2_D11UHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMPAOSW_6_1_D11UHACXX.IND7_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AMPAOSW_6_2_D11UHACXX.IND7_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711875	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1711875		TARA_N000001664	TARA_20110422T1920Z_102_EVENT_NET_N1+N2_D_(40 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001664
PRJEB6609	SAMEA2657067	ERS490683	ERX1782237	ERR1711876	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32916233	5987363781	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AHVAOSW_1_D11YVACXX.IND11	2590610034;2450765478	f2e50f3f5276db373b6b9ad6b0923ac0;752814f8d8484253c903e6c1f5fbc960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711876/ERR1711876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1711876/ERR1711876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AHVAOSW_1_1_D11YVACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AHVAOSW_1_2_D11YVACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AHVAOSW_1_1_D11YVACXX.IND11_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AHVAOSW_1_2_D11YVACXX.IND11_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711876	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1711876		TARA_N000001510	TARA_20101104T1322Z_078_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001510
PRJEB6609	SAMEA2732453	ERS493776	ERX1782367	ERR1711877	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	32915277	5781984699	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_BVQAOSW_2_C16GEACXX.IND4	2374302046;2140131680	c51821c44924f30a649cbc0078ce2fe3;ca500b0252dae928721f0de7c6187361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711877/ERR1711877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1711877/ERR1711877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BVQAOSW_2_1_C16GEACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BVQAOSW_2_2_C16GEACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BVQAOSW_2_1_C16GEACXX.IND4_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_BVQAOSW_2_2_C16GEACXX.IND4_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711877	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1711877		TARA_N000003003	TARA_20111210T1934Z_138_EVENT_NET_N1_S_(5 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000003003
PRJEB6609	SAMEA2656968	ERS489963	ERX1782276	ERR1711878	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43347506	7667388253	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_AGTAOSW_3_C07BFACXX.IND6	3313233510;3073193770	c429a3fb87873674825c046a9d573fd1;04479f8b29e3a1cf88c0a39b118b4a5f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711878/ERR1711878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1711878/ERR1711878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGTAOSW_3_1_C07BFACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGTAOSW_3_2_C07BFACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGTAOSW_3_1_C07BFACXX.IND6_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_AGTAOSW_3_2_C07BFACXX.IND6_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711878	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1711878		TARA_N000000526	TARA_20100707T0753Z_064_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000526
PRJEB6609	SAMEA2622012	ERS491721	ERX1782337	ERR1711879	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	167208247	30014572282	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_ASXAOSW_6_C2NDLACXX.IND12	13213725106;12023940297	8650430fab1d66d1c715ddda15061352;990be99c98378866a002959298607627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711879/ERR1711879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1711879/ERR1711879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASXAOSW_6_1_C2NDLACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASXAOSW_6_2_C2NDLACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASXAOSW_6_1_C2NDLACXX.IND12_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_ASXAOSW_6_2_C2NDLACXX.IND12_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711879	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1711879		TARA_N000001578	TARA_20110403T1344Z_098_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001578
PRJEB6609	SAMEA2730747	ERS488908	ERX1782316	ERR1711880	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	8241935	1520277119	Illumina HiSeq 2000 paired end sequencing; environmental samples	Metatranscriptome sequencing from  samples corresponding to size fractions for protists.	run_ARC_CMBAOSW_1_662YWAAXX.IND5	665328470;625083243	36c6999fefa4fac79525cc3a9f431cea;bb7f276945a29cfb240f0f2c2f35db39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711880/ERR1711880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1711880/ERR1711880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMBAOSW_1_1_662YWAAXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMBAOSW_1_2_662YWAAXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMBAOSW_1_1_662YWAAXX.IND5_noribo_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA741/ERA741617/fastq/ARC_CMBAOSW_1_2_662YWAAXX.IND5_noribo_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711880	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1711880		TARA_N000000052	TARA_20100318T0956Z_039_EVENT_CONTROL_n/a_n/a_(n/a m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000000052
