study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	fastq_md5	fastq_ftp	submitted_bytes	sra_ftp	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB6609	SAMEA2621080	ERS490341	ERX1789580	ERR1719486	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	151653750	34c47bd1e3e8620d892ef5726efefc12;34f23806c03e8866c60ac90ed30e43c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719486/ERR1719486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719486/ERR1719486_2.fastq.gz	12466143322;12622788240	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719486			TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8->_TARA_N000000674
PRJEB6609	SAMEA2623479	ERS493954	ERX1789389	ERR1719487	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	189716601	f1aa4c868d35449ea55a32ade33b9ce2;e7c542a9ed4650f805f180e5d2e8f26b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719487/ERR1719487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719487/ERR1719487_2.fastq.gz	15493723359;14898149224	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719487			TARA_20120109T1341Z_142_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000003083
PRJEB6609	SAMEA2619943	ERS488730	ERX1789557	ERR1719488	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	51977676	788e1f0e7309910f81200ec1f5a590af;383e15c5d1ed215111d1f0f65e9b2929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719488/ERR1719488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719488/ERR1719488_2.fastq.gz	4404989484;4480780256	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719488			TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000316
PRJEB6609	SAMEA2732231	ERS490761	ERX1789402	ERR1719489	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	54928447	88f54892d02f878c92847d52346dad1c;efc0082ab0c96d1615a9e51c279240d1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719489/ERR1719489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719489/ERR1719489_2.fastq.gz	4760938368;4783349850	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719489			TARA_20101129T1204Z_080_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001503
PRJEB6609	SAMEA2731893	ERS494686	ERX1789454	ERR1719490	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	50057573	9a78c7b3f859c50ac91c35eca23f1912;2190ae004ed87ae4c5fe383ce3e492d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719490/ERR1719490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719490/ERR1719490_2.fastq.gz	4307471952;4213657191	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719490			TARA_20120320T1503Z_152_EVENT_NET_N1+N2_X_(25 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000002783
PRJEB6609	SAMEA2657033	ERS491028	ERX1789723	ERR1719491	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	160623656	90a66f20bc369e76fc180ead348ce09b;d74d3be0f0e3affd368151f05267d945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719491/ERR1719491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719491/ERR1719491_2.fastq.gz	12987354312;13091305231	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719491			TARA_20110103T1358Z_084_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001442
PRJEB6609	SAMEA2656984	ERS491736	ERX1789446	ERR1719492	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	59036420	5706bcb46f2bf61051acee36d51a6081;df52bf9ffd8e4d92e6c7bd11916d34aa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719492/ERR1719492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719492/ERR1719492_2.fastq.gz	4951276369;4833340982	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719492			TARA_20110403T1628Z_098_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001582
PRJEB6609	SAMEA2732139	ERS493241	ERX1789611	ERR1719493	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	48501137	bd2e4036810d1176da4510968c8a1ccf;4ce9272b2b551a3e2448f0880e99b815	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719493/ERR1719493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719493/ERR1719493_2.fastq.gz	4146578191;4223995422	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719493			TARA_20110930T0333Z_131_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002356
PRJEB6609	SAMEA2732932	ERS493526	ERX1789599	ERR1719494	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	157908697	a8ee9ab35f6a4f8608c598cd42d6e970;686976962a85eaf0bade8a762b9ee3b4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719494/ERR1719494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719494/ERR1719494_2.fastq.gz	13213882418;12975648173	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719494			TARA_20111023T1615Z_135_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002175
PRJEB6609	SAMEA2730657	ERS494045	ERX1789460	ERR1719495	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	192538494	d12f15529dd07bceced171bebaa3ec39;c344563cfcfa20b4716ea5d5d9e9c9b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719495/ERR1719495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719495/ERR1719495_2.fastq.gz	16967060460;17194996498	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719495			TARA_20120116T1425Z_143_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000003141
PRJEB6609	SAMEA2732245	ERS491460	ERX1789560	ERR1719496	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	177552779	76901c2942d1f7140546b4e02033989b;cd5609f42007c7d93c7464d732bee03e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719496/ERR1719496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719496/ERR1719496_2.fastq.gz	14729358024;15397851069	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719496			TARA_20110312T1900Z_093_EVENT_NET_N1+N2_D_(35 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000001123
PRJEB6609	SAMEA2732994	ERS493572	ERX1789624	ERR1719497	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	34856105	4b1a364140a91dc17859f4e69102c85c;d4c874bb802b5fbdaf40204f17c12e55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719497/ERR1719497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719497/ERR1719497_2.fastq.gz	3036586418;3090679845	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719497			TARA_20111024T0137Z_135_EVENT_NET_N1_D_(30 m)_PROT_NUC-DNA(1L)_N5-20_TARA_N000002187
PRJEB6609	SAMEA2620378	ERS489279	ERX1789416	ERR1719498	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	200722904	57c9440cb17bbca8589c03072c184d05;d01a3a1b750fb01d825049315a8325aa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719498/ERR1719498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719498/ERR1719498_2.fastq.gz	17525664623;17491952586	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719498			TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000267
PRJEB6609	SAMEA2732139	ERS493241	ERX1789511	ERR1719499	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	199915364	d292974b92bd4938c6e63fbefebdff66;46b3f6c2565277289461ead903280aa5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719499/ERR1719499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719499/ERR1719499_2.fastq.gz	15777149203;16051681120	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719499			TARA_20110930T0333Z_131_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000002356
PRJEB6609	SAMEA2731933	ERS494752	ERX1789565	ERR1719500	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	166858790	b2bd6d9162961922c13838039964b7d4;56e33da39b7b02a0f39a009f75964bc2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719500/ERR1719500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719500/ERR1719500_2.fastq.gz	13581681675;13766139890	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719500			TARA_20120324T1852Z_153_EVENT_NET_N1+N2_X_(100 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000002807
PRJEB6609	SAMEA2657082	ERS490256	ERX1789682	ERR1719501	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	179889371	584e5bf8756db4e2940bc941b9e8aca9;ddc67082b384cc713cc053499ad0c81f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719501/ERR1719501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719501/ERR1719501_2.fastq.gz	14677300541;14839909372	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719501			TARA_20100913T2135Z_068_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000705
PRJEB6609	SAMEA2620071	ERS488885	ERX1789623	ERR1719502	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	186678569	601b413df27b2e1c18bbea2311ef5691;60589cd0ae0e7dbefa6c541d69695295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719502/ERR1719502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719502/ERR1719502_2.fastq.gz	15752087483;15817187548	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719502			TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000006
PRJEB6609	SAMEA2621772	ERS491398	ERX1789404	ERR1719503	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43945020	e418bdbe318dfd0c3720372caeda1e0e;4f5e6f871666ecf4c69360cea9af7877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719503/ERR1719503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719503/ERR1719503_2.fastq.gz	3600867972;3694127299	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719503			TARA_20110226T1201Z_092_EVENT_PUMP_P_S_(5 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001299
PRJEB6609	SAMEA2620959	ERS490172	ERX1789715	ERR1719504	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	51447943	4e4b62e58aa356fe96677a8bcfd96262;8ef517fdcc8e151142bbce543b8d7c98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719504/ERR1719504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719504/ERR1719504_2.fastq.gz	4154106161;4268773325	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719504			TARA_20100715T1539Z_066_Combined-EVENTS_CAST_MB_D_(30 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000000807
PRJEB6609	SAMEA2732932	ERS493526	ERX1789495	ERR1719505	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	43064528	23cc09951e6dbbdca8a0c9560fba73ee;3d7277100cc300b9fd8d3d796bf18b41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719505/ERR1719505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719505/ERR1719505_2.fastq.gz	3645265417;3689349775	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719505			TARA_20111023T1615Z_135_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N180-2000_TARA_N000002175
PRJEB6609	SAMEA2624011	ERS494743	ERX1789627	ERR1719506	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	202965146	472d7331bac6e8098d361cb6005675e0;efcca0507d8c2b7640e5b71e58d46368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719506/ERR1719506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719506/ERR1719506_2.fastq.gz	16412767410;16864258110	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719506			TARA_20120324T1550Z_153_Combined-EVENTS_CAST_MB_X_(100 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000002819
PRJEB6609	SAMEA2619419	ERS487956	ERX1789507	ERR1719507	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	207627369	beaba2095caea80d7a638c493a4ec3c7;796ecffbc82bb01e06d46abb434d2e00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719507/ERR1719507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719507/ERR1719507_2.fastq.gz	18179953435;18366817566	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719507			TARA_20090915T1800Z_004_EVENT_PUMP_P_D_(40 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_X000000408
PRJEB6609	SAMEA2657073	ERS490253	ERX1789487	ERR1719508	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44162967	ce6ff9047448b2e06c3d03a12fdb8af4;0408c7403f1f1f3c5c5d24962d96fb81	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719508/ERR1719508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/008/ERR1719508/ERR1719508_2.fastq.gz	3910970366;3818929865	ftp.sra.ebi.ac.uk/vol1/err/ERR171/008/ERR1719508			TARA_20100913T2020Z_068_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000709
PRJEB6609	SAMEA2657065	ERS490216	ERX1789613	ERR1719509	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	49534409	ea9406d025edcb6571f3862e0362c571;5ce62e34054a13c2e8cadd2da084346c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719509/ERR1719509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/009/ERR1719509/ERR1719509_2.fastq.gz	4237022588;4267836652	ftp.sra.ebi.ac.uk/vol1/err/ERR171/009/ERR1719509			TARA_20100907T0825Z_067_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000746
PRJEB6609	SAMEA2657023	ERS491799	ERX1789698	ERR1719510	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	193491409	af2d6dc96e4b07c589d55233e1da0e8e;160dc7d5aa84f2cc11163c320e5c4866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719510/ERR1719510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/000/ERR1719510/ERR1719510_2.fastq.gz	17025585577;16672436409	ftp.sra.ebi.ac.uk/vol1/err/ERR171/000/ERR1719510			TARA_20110404T1707Z_098_EVENT_NET_N1+N2_D_(180 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001584
PRJEB6609	SAMEA2657080	ERS488744	ERX1789518	ERR1719511	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	45996600	f5aaf454a553868f0adae6585f920050;0d13190bfa94bc9cda11282d0a1ca69e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719511/ERR1719511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/001/ERR1719511/ERR1719511_2.fastq.gz	3988833851;3995806329	ftp.sra.ebi.ac.uk/vol1/err/ERR171/001/ERR1719511			TARA_20100312T1105Z_036_EVENT_NET_N1+N2_D_(20 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000000312
PRJEB6609	SAMEA2732299	ERS490768	ERX1789636	ERR1719512	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	51970712	b0c0be0e09efb498c8df5b96d75f673f;63f3bc1703ad2095f6e8d204877ee277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719512/ERR1719512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/002/ERR1719512/ERR1719512_2.fastq.gz	4364733082;4399012807	ftp.sra.ebi.ac.uk/vol1/err/ERR171/002/ERR1719512			TARA_20101129T1430Z_080_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001499
PRJEB6609	SAMEA2621795	ERS491437	ERX1789469	ERR1719513	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	33977417	fb6b5950a7a58a2885b663678dcae884;d6b9f6947f77815d8ab88c47ce1677e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719513/ERR1719513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/003/ERR1719513/ERR1719513_2.fastq.gz	2859565062;2877562563	ftp.sra.ebi.ac.uk/vol1/err/ERR171/003/ERR1719513			TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(1L)_W5-20_TARA_N000001292
PRJEB6609	SAMEA2623723	ERS494304	ERX1789596	ERR1719514	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	6823805	c3495360fa34c5391a25a91ee394aca6;28b962c050d43991b508dec3182afd6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719514/ERR1719514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/004/ERR1719514/ERR1719514_2.fastq.gz	557393012;597121531	ftp.sra.ebi.ac.uk/vol1/err/ERR171/004/ERR1719514			TARA_20120218T1422Z_147_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8-5_TARA_N000002103
PRJEB6609	SAMEA2622182	ERS491947	ERX1789439	ERR1719515	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	51410221	e65af6688336b50e68820d1b8d229038;898f0636391d626338c283b34b7ac914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719515/ERR1719515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/005/ERR1719515/ERR1719515_2.fastq.gz	4477884570;4448253142	ftp.sra.ebi.ac.uk/vol1/err/ERR171/005/ERR1719515			TARA_20110421T2007Z_102_EVENT_PUMP_P_S_(5 m)_PROT_NUC-DNA(100L)_W0.8->_TARA_N000001646
PRJEB6609	SAMEA2657007	ERS490063	ERX1789406	ERR1719516	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	50333803	5c38f6845171df15c95326a10780ba06;7203191ea03d79c827cbf78cf0768621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719516/ERR1719516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/006/ERR1719516/ERR1719516_2.fastq.gz	4371921891;4368707052	ftp.sra.ebi.ac.uk/vol1/err/ERR171/006/ERR1719516			TARA_20100712T0636Z_065_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N180-2000_TARA_N000000981
PRJEB6609	SAMEA2656958	ERS490366	ERX1789372	ERR1719517	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	39852366	bcfd6a1a6770dbf2d8d97ca2711667d9;bd19e0356308e1f2a807f8db4014492a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719517/ERR1719517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/007/ERR1719517/ERR1719517_2.fastq.gz	3421383440;3451373001	ftp.sra.ebi.ac.uk/vol1/err/ERR171/007/ERR1719517			TARA_20100921T1202Z_070_EVENT_NET_N1_S_(5 m)_PROT_NUC-RNA(1L)_N5-20_TARA_N000000682
PRJEB6609	SAMEA2657077	ERS491904	ERX1809475	ERR1739836	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	102296502	0c7652ddb12ba19bb649be6e505236d8;ab59cd07bd0698ffdf8768cc6e6fd208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/006/ERR1739836/ERR1739836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/006/ERR1739836/ERR1739836_2.fastq.gz	7651543916;7711700432	ftp.sra.ebi.ac.uk/vol1/err/ERR173/006/ERR1739836			TARA_20110416T0004Z_100_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001618
PRJEB6609	SAMEA2657077	ERS491904	ERX1809464	ERR1739837	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	21806616	136533372f52eebcc702d57ef40f939f;d7a0428e0e024b17e5cf7da36ef23c26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/007/ERR1739837/ERR1739837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/007/ERR1739837/ERR1739837_2.fastq.gz	1746101474;1749169550	ftp.sra.ebi.ac.uk/vol1/err/ERR173/007/ERR1739837			TARA_20110416T0004Z_100_EVENT_NET_N1+N2_D_(50 m)_PROT_NUC-DNA(1L)_N20-180_TARA_N000001618
PRJEB6609	SAMEA2732891	ERS490871	ERX1809462	ERR1739838	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	169303154	b6de9bc6c5519789a57d2ab2649480eb;03df41a24e7597141364897c8735a433	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/008/ERR1739838/ERR1739838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/008/ERR1739838/ERR1739838_2.fastq.gz	14077572825;13034668471	ftp.sra.ebi.ac.uk/vol1/err/ERR173/008/ERR1739838			TARA_20101202T2042Z_081_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001428
PRJEB6609	SAMEA2732891	ERS490871	ERX1809468	ERR1739839	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	44150592	a925c5668b055502abf9519b5c910bd0;09b38a7947a00e0eec648f51be5fdbf4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/009/ERR1739839/ERR1739839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/009/ERR1739839/ERR1739839_2.fastq.gz	3574038802;3365335772	ftp.sra.ebi.ac.uk/vol1/err/ERR173/009/ERR1739839			TARA_20101202T2042Z_081_EVENT_NET_N1+N2_S_(5 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001428
PRJEB6609	SAMEA2621339	ERS490794	ERX1809466	ERR1739840	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	30279436	af87b8818cb3ae81eebf8c3dcfd30f98;f350fe90776fd9e7aeb7f6110dbc072a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/000/ERR1739840/ERR1739840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/000/ERR1739840/ERR1739840_2.fastq.gz	2348629667;2124356054	ftp.sra.ebi.ac.uk/vol1/err/ERR173/000/ERR1739840			TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001489
PRJEB6609	SAMEA2621337	ERS490792	ERX1809472	ERR1739841	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	148716014	9f8839710f197caf588f0f23943a1c08;5de0b86efa0c8eeb96858cc4cb590fd5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/001/ERR1739841/ERR1739841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/001/ERR1739841/ERR1739841_2.fastq.gz	12255117877;11984368142	ftp.sra.ebi.ac.uk/vol1/err/ERR173/001/ERR1739841			TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001485
PRJEB6609	SAMEA2621339	ERS490794	ERX1809467	ERR1739842	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	116179848	42ea8a6b7771af06b4f93c3687300edf;746b9733de996e7c255ebff26244e40f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/002/ERR1739842/ERR1739842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/002/ERR1739842/ERR1739842_2.fastq.gz	9008627739;8165568002	ftp.sra.ebi.ac.uk/vol1/err/ERR173/002/ERR1739842			TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(1L)_W5-20_TARA_N000001489
PRJEB6609	SAMEA2621337	ERS490792	ERX1809474	ERR1739843	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	30458396	1ec7e1194037a346e174343447a5fee0;f33aa7040df86d9e5c05ebccceadf8f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/003/ERR1739843/ERR1739843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/003/ERR1739843/ERR1739843_2.fastq.gz	2422349386;2429860810	ftp.sra.ebi.ac.uk/vol1/err/ERR173/003/ERR1739843			TARA_20101129T1938Z_080_Combined-EVENTS_CAST_MB_D_(85 m)_PROT_NUC-RNA(100L)_W0.8-5_TARA_N000001485
PRJEB6609	SAMEA2732399	ERS490778	ERX1809470	ERR1739844	408172	marine metagenome	Illumina HiSeq 2000	PAIRED	126750102	e8d2dbd49a236ed481fe6ef7b3a5a921;0109d15a98ccc9f1cc3c9b8ee25d075d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/004/ERR1739844/ERR1739844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR173/004/ERR1739844/ERR1739844_2.fastq.gz	9301214334;8989772105	ftp.sra.ebi.ac.uk/vol1/err/ERR173/004/ERR1739844			TARA_20101129T1906Z_080_EVENT_NET_N1+N2_D_(85 m)_PROT_NUC-RNA(1L)_N20-180_TARA_N000001473
